anio_hecho;mes_hecho;dia_hecho;hora_hecho;minuto_hecho;fecha_hecho;edad;feminicidio;grupo_feminicidio;modalidad;estado_civil;grupo_armado;grupo_caracterizacion;medio_transporte;nivel_academico;ocupacion;sexo;comuna_hecho;codigo_barrio_hecho;codigo_comuna_hecho;barrio_hecho
2018;12;6;21;30;6/12/2018;33;No aplica;No aplica;Contundente;Unión marital de hecho;NA;Convivencia;Caminata;Analfabeta;Oficial construcción;Masculino;La Candelaria;1005;10;Estación Villa
2018;12;7;20;0;7/12/2018;55;No aplica;No aplica;Contundente;Soltero;NA;En proceso de categorización;NA;Primaria;Desempleado;Masculino;Laureles Estadio;1117;11;Florida Nueva
2018;12;8;20;20;8/12/2018;14;No aplica;No aplica;Cortopunzante;NA;NA;En proceso de categorización;Caminata;NA;NA;Masculino;La Candelaria;1003;10;Jesús Nazareno
2018;12;9;0;0;9/12/2018;13;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;Caminata;NA;NA;Masculino;Belén;1601;16;Fátima
2018;12;9;0;0;9/12/2018;25;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Barbero;Masculino;San Javier;1306;13;La Pradera
2018;12;11;0;0;11/12/2018;32;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Independiente;Masculino;Guayabal;1503;15;Trinidad
2018;12;11;0;0;11/12/2018;30;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;Guayabal;1503;15;Trinidad
2018;12;12;0;0;12/12/2018;50;No aplica;No aplica;Arma de fuego;Divorciado;NA;En proceso de categorización;Automóvil;Universitario;Comerciante;Masculino;El Poblado;1423;14;Santa María de los Ángeles
2018;12;13;0;0;13/12/2018;33;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;NA;NA;NA;Masculino;La Candelaria;1007;10;Guayaquil
2018;12;13;0;0;13/12/2018;22;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;NA;NA;NA;Masculino;Laureles Estadio;1105;11;Los Conquistadores
2018;12;13;13;0;13/12/2018;26;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;En proceso de categorización;NA;Bachillerato;Comerciante;Masculino;Castilla;0509;05;Girardot
2018;12;13;21;7;13/12/2018;54;No aplica;No aplica;Ahorcamiento o estrangulamiento;NA;NA;En proceso de categorización;NA;NA;Conductor;Masculino;Castilla;0513;05;Francisco Antonio Zea
2018;12;14;6;45;14/12/2018;24;No aplica;No aplica;Cortopunzante;NA;NA;En proceso de categorización;NA;NA;NA;Masculino;Castilla;0510;05;Tricentenario
2018;12;14;19;40;14/12/2018;45;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Motocicleta;Bachillerato;NA;Masculino;Aranjuez;0405;04;Moravia
2018;12;15;0;0;15/12/2018;41;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;Silla de ruedas;NA;NA;Masculino;Belén;1617;16;Las Mercedes
2018;12;15;0;0;15/12/2018;29;No aplica;No aplica;Cortopunzante;NA;NA;En proceso de categorización;NA;NA;NA;Masculino;La Candelaria;1019;10;La Candelaria
2018;12;16;5;30;16/12/2018;44;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;En procedimiento de la fuerza pública;Caminata;Analfabeta;Oficial construcción;Masculino;Belén;1610;16;El Rincón
2018;12;16;17;40;16/12/2018;35;No aplica;No aplica;Arma de fuego;Soltero;NA;Convivencia;Caminata;Primaria;Oficios varios;Masculino;Belén;1610;16;El Rincón
2018;12;18;21;51;18/12/2018;32;No aplica;No aplica;Cortopunzante;NA;NA;En proceso de categorización;NA;NA;NA;Masculino;La Candelaria;1008;10;Corazón de Jesús
2018;12;19;4;52;19/12/2018;41;No aplica;No aplica;Arma de fuego;Casado;NA;En proceso de categorización;Caminata;Bachillerato;Comerciante;Masculino;Aranjuez;0409;04;Manrique Central No.1
2018;12;19;8;7;19/12/2018;30;No aplica;No aplica;Arma de fuego;Soltero;NA;En proceso de categorización;Caminata;Bachillerato;Modelo;Masculino;Laureles Estadio;1101;11;Carlos E. Restrepo
2018;12;19;19;40;19/12/2018;27;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Oficial construcción;Masculino;Belén;1610;16;El Rincón
2018;12;22;12;41;22/12/2018;68;No aplica;No aplica;Contundente;Soltero;NA;En proceso de categorización;Caminata;Universitario;Comerciante;Masculino;Laureles Estadio;1117;11;Florida Nueva
2018;12;22;18;0;22/12/2018;2;Información insuficiente;Información insuficiente;Contundente;NA;NA;Violencia intrafamiliar;Caminata;Analfabeta;Desempleado;Femenino;Manrique;0302;03;Las Granjas
2018;12;22;19;35;22/12/2018;18;No aplica;No aplica;Arma de fuego;Soltero;NA;En proceso de categorización;NA;Primaria;Oficios varios;Masculino;San Javier;1310;13;Veinte de Julio
2018;12;22;20;30;22/12/2018;20;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;NA;NA;NA;Masculino;San Javier;1311;13;Belencito
2018;12;22;23;57;22/12/2018;16;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;NA;NA;NA;Masculino;San Javier;1306;13;La Pradera
2018;12;23;10;10;23/12/2018;32;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;San Javier;1319;13;El Socorro
2018;12;23;23;30;23/12/2018;30;No aplica;No aplica;Cortopunzante;Soltero;NA;En proceso de categorización;Caminata;Primaria;Obrero;Masculino;Manrique;0312;03;Oriente
2018;12;24;2;15;24/12/2018;33;No aplica;No aplica;Cortopunzante;Unión marital de hecho;NA;Convivencia;Caminata;Primaria;NA;Masculino;La Candelaria;1019;10;La Candelaria
2018;12;25;0;36;25/12/2018;26;No aplica;No aplica;Arma de fuego;Soltero;NA;En proceso de categorización;Caminata;Bachillerato;Desempleado;Masculino;Robledo;0710;07;López de Mesa
2018;12;25;1;58;25/12/2018;27;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Mensajero;Masculino;Doce de Octubre;0607;06;Kennedy
2018;12;25;4;15;25/12/2018;22;No aplica;No aplica;Arma de fuego;Soltero;NA;En proceso de categorización;Caminata;Primaria;Operario;Masculino;Altavista;AE5;70;Área de expansión Altavista
2018;12;25;20;10;25/12/2018;34;No aplica;No aplica;Contundente;Unión marital de hecho;NA;Convivencia;Caminata;Bachillerato;Operador;Masculino;San Javier;1308;13;San Javier No.2
2018;12;26;9;54;26/12/2018;29;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;Caminata;NA;Oficios varios;Masculino;Robledo;0712;07;Aures No.2
2018;12;26;19;20;26/12/2018;16;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;San Javier;1319;13;El Socorro
2018;12;27;9;33;27/12/2018;23;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;NA;NA;NA;Masculino;Belén;1604;16;Granada
2018;12;27;23;27;27/12/2018;35;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Universitario;Docente;Masculino;Laureles Estadio;1111;11;Lorena
2018;12;27;23;27;27/12/2018;47;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Comerciante;Masculino;Laureles Estadio;1111;11;Lorena
2018;12;27;23;27;27/12/2018;49;No aplica;No aplica;Arma de fuego;Casado;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Comerciante;Masculino;Laureles Estadio;1111;11;Lorena
2018;12;27;23;27;27/12/2018;58;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Comerciante;Masculino;Laureles Estadio;1111;11;Lorena
2018;12;28;16;15;28/12/2018;25;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;En proceso de categorización;Caminata;NA;NA;Masculino;Altavista;AE5;70;Área de expansión Altavista
2018;12;28;17;5;28/12/2018;44;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;Caminata;NA;Oficios varios;Masculino;Laureles Estadio;1113;11;Estadio
2018;12;28;20;25;28/12/2018;27;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;Caminata;NA;NA;Masculino;La Candelaria;1003;10;Jesús Nazareno
2018;12;28;20;30;28/12/2018;17;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;San Javier;1318;13;Antonio Nariño
2018;12;29;21;10;29/12/2018;38;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Comerciante;Masculino;San Cristóbal;AUC1;60;Área Urbana Cgto. San Cristóbal
2018;12;30;0;41;30/12/2018;20;No aplica;No aplica;Cortopunzante;NA;NA;Convivencia;Caminata;NA;NA;Masculino;La Candelaria;1019;10;La Candelaria
2018;12;30;3;51;30/12/2018;28;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;NA;NA;NA;Masculino;Santa Cruz;0209;02;Moscú No.1
2018;12;30;13;15;30/12/2018;35;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;Caminata;Primaria;Alistador o lavador de carros;Masculino;Belén;1610;16;El Rincón
2018;12;30;20;20;30/12/2018;19;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;Caminata;Bachillerato;Cerrajero;Masculino;Altavista;AE5;70;Área de expansión Altavista
2018;12;30;20;28;30/12/2018;20;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;Caminata;Primaria;Cotero;Masculino;Robledo;0720;07;Santa Margarita
2018;12;30;21;54;30/12/2018;35;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;En proceso de categorización;Motocicleta;Primaria;Mensajero;Masculino;Belén;1601;16;Fátima
2018;12;30;23;40;30/12/2018;18;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;San Javier;1319;13;El Socorro
2018;12;31;12;50;31/12/2018;19;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;Caminata;NA;NA;Masculino;Robledo;0710;07;López de Mesa
2018;12;31;23;54;31/12/2018;24;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficial construcción;Masculino;San Javier;1309;13;San Javier No.1
2019;1;1;8;9;1/1/2019;37;No aplica;No aplica;Cortopunzante;Soltero;NA;Convivencia;Caminata;Primaria;Alistador o lavador de carros;Masculino;Doce de Octubre;0605;06;La Esperanza
2019;1;1;15;41;1/1/2019;31;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;Comerciante;Masculino;San Javier;1315;13;Nuevos Conquistadores
2019;1;1;19;11;1/1/2019;18;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Alfabeta;Desempleado;Masculino;San Javier;1312;13;Betania
2019;1;3;9;10;3/1/2019;23;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Comerciante;Masculino;San Javier;1316;13;El Salado
2019;1;4;4;10;4/1/2019;18;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;Guayabal;1507;15;Campo Amor
2019;1;4;4;10;4/1/2019;18;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;Guayabal;1507;15;Campo Amor
2019;1;5;12;5;5/1/2019;36;No aplica;No aplica;Ahorcamiento o estrangulamiento;NA;NA;Grupos Delincuenciales Organizados;NA;NA;NA;Masculino;Santa Cruz;0204;02;La Frontera
2019;1;5;18;15;5/1/2019;27;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Conductor;Masculino;Robledo;0725;07;Nueva Villa de la Iguaná
2019;1;6;16;44;6/1/2019;33;No aplica;No aplica;Cortopunzante;NA;NA;Homicidios asociados a hurtos;NA;NA;NA;Masculino;La Candelaria;Inst_16;10;La Alpujarra
2019;1;6;22;45;6/1/2019;22;No aplica;No aplica;Ahorcamiento o estrangulamiento;NA;NA;Grupos Delincuenciales Organizados;NA;NA;NA;Masculino;San Cristóbal;6009;60;El Yolombo
2019;1;7;14;30;7/1/2019;37;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Desempleado;Masculino;Altavista;7005;70;Altavista Sector Central
2019;1;9;1;2;9/1/2019;58;No aplica;No aplica;Cortopunzante;Unión marital de hecho;NA;Convivencia;Caminata;Primaria;Oficios varios;Masculino;Doce de Octubre;0604;06;Pedregal
2019;1;9;4;21;9/1/2019;49;No aplica;No aplica;Cortopunzante;NA;NA;Homicidios asociados a hurtos;Taxi;NA;Taxista;Masculino;Belén;1611;16;La Loma de los Bernal
2019;1;9;13;24;9/1/2019;33;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Motocicleta;NA;Comerciante;Masculino;Belén;1614;16;La Palma
2019;1;9;15;40;9/1/2019;24;No aplica;No aplica;Arma de fuego;Casado;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Alistador o lavador de carros;Masculino;Villa Hermosa;0808;08;Enciso
2019;1;9;18;1;9/1/2019;36;No aplica;No aplica;Arma de fuego;NA;NA;En procedimiento de la fuerza pública;NA;NA;NA;Masculino;La Candelaria;1013;10;Barrio Colón
2019;1;9;18;50;9/1/2019;23;Conflicto armado;Si;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Universitario;Secretario(a);Femenino;San Javier;1306;13;La Pradera
2019;1;9;20;13;9/1/2019;27;No aplica;No aplica;Arma de fuego;NA;NA;En procedimiento de la fuerza pública;Caminata;NA;Oficial construcción;Masculino;Belén;1610;16;El Rincón
2019;1;10;15;25;10/1/2019;17;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Estudiante;Masculino;Villa Hermosa;0806;08;Llanaditas
2019;1;10;15;25;10/1/2019;34;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Oficios varios;Masculino;Villa Hermosa;0806;08;Llanaditas
2019;1;10;22;5;10/1/2019;22;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;NA;Desempleado;Masculino;Villa Hermosa;0807;08;Los Mangos
2019;1;10;22;50;10/1/2019;24;No aplica;No aplica;Arma de fuego;NA;Grupo delincuencial organizado;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;La América;1204;12;La América
2019;1;10;23;30;10/1/2019;30;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;NA;Oficial construcción;Masculino;Villa Hermosa;0813;08;Villatina
2019;1;10;23;47;10/1/2019;30;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficial construcción;Masculino;Robledo;0725;07;Nueva Villa de la Iguaná
2019;1;11;19;5;11/1/2019;43;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Automóvil;Primaria;Conductor;Masculino;Altavista;7005;70;Altavista Sector Central
2019;1;13;18;0;13/1/2019;35;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Comerciante;Masculino;Villa Hermosa;0810;08;El Pinal
2019;1;14;16;30;14/1/2019;52;No aplica;No aplica;Cortopunzante;Casado;NA;Convivencia;NA;Bachillerato;Independiente;Masculino;Castilla;0514;05;Alfonso López
2019;1;14;17;59;14/1/2019;21;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;En procedimiento de la fuerza pública;Caminata;Primaria;Oficial construcción;Masculino;San Cristóbal;6014;60;La Loma
2019;1;15;14;18;15/1/2019;34;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Autobus;NA;Desempleado;Masculino;Belén;1613;16;Altavista
2019;1;15;18;40;15/1/2019;27;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Automóvil;NA;Conductor;Masculino;Altavista;7005;70;Altavista Sector Central
2019;1;16;5;23;16/1/2019;22;No aplica;No aplica;Ahorcamiento o estrangulamiento;NA;NA;Grupos Delincuenciales Organizados;NA;NA;Mesero(a);Masculino;Castilla;0510;05;Tricentenario
2019;1;16;14;54;16/1/2019;40;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Motocicleta;Primaria;Vendedor ambulante;Masculino;Santa Cruz;0208;02;Villa Niza
2019;1;18;11;50;18/1/2019;26;No aplica;No aplica;Cortopunzante;NA;NA;Convivencia;Caminata;NA;Reciclador;Masculino;La Candelaria;1013;10;Barrio Colón
2019;1;18;19;9;18/1/2019;21;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;NA;NA;Estudiante;Masculino;San Cristóbal;6013;60;Pedregal Alto
2019;1;18;19;9;18/1/2019;21;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;NA;NA;Estudiante;Masculino;San Cristóbal;6013;60;Pedregal Alto
2019;1;18;21;38;18/1/2019;19;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Motocicleta;NA;Desempleado;Masculino;Laureles Estadio;1109;11;Las Acacias
2019;1;18;22;0;18/1/2019;42;No aplica;No aplica;Cortopunzante;NA;NA;En proceso de categorización;NA;NA;NA;Masculino;La Candelaria;1005;10;Estación Villa
2019;1;19;0;16;19/1/2019;24;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;NA;NA;Desempleado;Masculino;Doce de Octubre;0604;06;Pedregal
2019;1;19;18;50;19/1/2019;32;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;NA;NA;Desempleado;Masculino;La América;1207;12;El Danubio
2019;1;19;18;50;19/1/2019;23;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;NA;NA;Oficial construcción;Masculino;La América;1207;12;El Danubio
2019;1;20;1;12;20/1/2019;29;No aplica;No aplica;Cortopunzante;NA;NA;Convivencia;Caminata;NA;Vendedor ambulante;Masculino;La Candelaria;1019;10;La Candelaria
2019;1;20;18;30;20/1/2019;28;No aplica;No aplica;Cortopunzante;NA;NA;Grupos Delincuenciales Organizados;NA;NA;Desempleado;Masculino;Villa Hermosa;0808;08;Enciso
2019;1;20;21;54;20/1/2019;29;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;Guayabal;1511;15;La Colina
2019;1;22;8;13;22/1/2019;29;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;NA;NA;Oficial construcción;Masculino;Altavista;7007;70;San Jose del Manzanillo
2019;1;23;5;30;23/1/2019;65;No aplica;No aplica;Cortopunzante;NA;NA;Convivencia;NA;NA;Oficios varios;Masculino;Robledo;Inst_8;07;Universidad Nacional
2019;1;23;20;3;23/1/2019;36;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficial construcción;Masculino;Altavista;7007;70;San Jose del Manzanillo
2019;1;24;8;46;24/1/2019;26;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;NA;Reciclador;Masculino;Castilla;0507;05;Héctor Abad Gómez
2019;1;26;16;30;26/1/2019;22;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Automóvil;NA;Desempleado;Masculino;Aranjuez;0415;04;Miranda
2019;1;26;16;30;26/1/2019;20;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Automóvil;NA;NA;Masculino;Aranjuez;0415;04;Miranda
2019;1;26;19;12;26/1/2019;34;Circunstancias y contexto;Si;Cortopunzante;NA;NA;Homicidios asociados a hurtos;Caminata;NA;Habitante de la calle;Femenino;La Candelaria;1006;10;San Benito
2019;1;26;19;30;26/1/2019;29;Pareja;Si;Cortopunzante;Unión marital de hecho;NA;Violencia de género;Caminata;NA;Ama de casa;Femenino;Laureles Estadio;1103;11;Naranjal
2019;1;26;20;0;26/1/2019;72;No aplica;No aplica;Ahorcamiento o estrangulamiento;NA;NA;Homicidios asociados a hurtos;NA;NA;Pensionado o jubilado;Masculino;Popular;0110;01;La Esperanza No.2
2019;1;27;4;30;27/1/2019;22;No aplica;No aplica;Cortopunzante;NA;NA;Convivencia;Caminata;NA;NA;Masculino;La Candelaria;1018;10;Villa Nueva
2019;1;27;17;35;27/1/2019;42;No aplica;No aplica;Cortopunzante;Soltero;NA;Convivencia;Caminata;Bachillerato;Oficios varios;Masculino;Robledo;0725;07;Nueva Villa de la Iguaná
2019;1;31;8;1;31/1/2019;52;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Reciclador;Masculino;La América;1203;12;Los Pinos
2019;1;31;16;8;31/1/2019;26;No aplica;No aplica;Arma de fuego;Unión marital de hecho;Grupo delincuencial organizado;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Comerciante;Masculino;La Candelaria;1016;10;Boston
2019;2;1;20;43;1/2/2019;36;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Comerciante;Masculino;Belén;1606;16;Las Playas
2019;2;2;7;10;2/2/2019;18;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;Desempleado;Masculino;San Antonio de Prado;AE7;80;Área de expansión San Antonio De Prado
2019;2;2;20;11;2/2/2019;53;No aplica;No aplica;Arma de fuego;Casado;NA;Convivencia;Caminata;Primaria;Independiente;Masculino;La Candelaria;1018;10;Villa Nueva
2019;2;2;20;30;2/2/2019;31;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Oficial construcción;Masculino;San Javier;1307;13;Juan XXIIIi la Quiebra
2019;2;2;21;35;2/2/2019;48;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Comerciante;Masculino;Castilla;0507;05;Héctor Abad Gómez
2019;2;3;1;50;3/2/2019;47;No aplica;No aplica;Cortopunzante;NA;NA;Convivencia;Caminata;NA;Oficios varios;Masculino;La Candelaria;1001;10;Prado
2019;2;4;1;0;4/2/2019;31;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;NA;NA;Oficios varios;Masculino;Santa Elena;9002;90;Media Luna
2019;2;4;18;45;4/2/2019;40;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Tecnología;Comerciante;Masculino;Laureles Estadio;1115;11;Cuarta Brigada
2019;2;5;5;47;5/2/2019;58;No aplica;No aplica;Cortopunzante;NA;NA;Convivencia;NA;NA;Desempleado;Masculino;Aranjuez;0407;04;Sevilla
2019;2;5;19;40;5/2/2019;36;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Mecánico automotriz;Masculino;Belén;1610;16;El Rincón
2019;2;6;0;0;6/2/2019;27;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;NA;NA;Vendedor ambulante;Masculino;Buenos Aires;0909;09;Cataluña
2019;2;6;0;0;6/2/2019;30;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;NA;NA;Oficios varios;Masculino;Buenos Aires;0909;09;Cataluña
2019;2;7;13;40;7/2/2019;29;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios culposos;Automóvil;NA;Cantante o compositor o músico;Masculino;El Poblado;1421;14;Patio Bonito
2019;2;7;13;40;7/2/2019;27;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Motocicleta;Bachillerato;Desempleado;Masculino;El Poblado;1421;14;Patio Bonito
2019;2;7;17;8;7/2/2019;23;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;NA;NA;Oficial construcción;Masculino;Altavista;7003;70;El Corazon el Morro
2019;2;7;19;11;7/2/2019;19;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;La América;1202;12;Calasanz
2019;2;8;16;0;8/2/2019;40;No aplica;No aplica;Ahorcamiento o estrangulamiento;Unión marital de hecho;NA;En proceso de categorización;NA;Bachillerato;Desempleado;Masculino;Aranjuez;0409;04;Manrique Central No.1
2019;2;8;20;16;8/2/2019;31;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Pintor;Masculino;Doce de Octubre;0601;06;Santander
2019;2;9;0;0;9/2/2019;14;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Estudiante;Masculino;Belén;1613;16;Altavista
2019;2;9;0;0;9/2/2019;30;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;NA;NA;Oficios varios;Masculino;San Cristóbal;6013;60;Pedregal Alto
2019;2;9;3;39;9/2/2019;22;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Oficios varios;Masculino;Doce de Octubre;0607;06;Kennedy
2019;2;11;11;2;11/2/2019;31;No aplica;No aplica;Arma de fuego;Casado;NA;Grupos Delincuenciales Organizados;Caminata;Universitario;Comerciante;Masculino;Manrique;0303;03;Campo Valdés No.2
2019;2;11;18;46;11/2/2019;33;No aplica;No aplica;Cortopunzante;NA;NA;Convivencia;NA;NA;Habitante de la calle;Masculino;La Candelaria;1001;10;Prado
2019;2;11;23;53;11/2/2019;39;No aplica;No aplica;Arma de fuego;Soltero;NA;Convivencia;Caminata;NA;Vendedor ambulante;Masculino;Robledo;0725;07;Nueva Villa de la Iguaná
2019;2;12;2;23;12/2/2019;24;No aplica;No aplica;Ahorcamiento o estrangulamiento;NA;NA;En proceso de categorización;NA;NA;Oficios varios;Masculino;Popular;0103;01;Popular
2019;2;12;17;10;12/2/2019;19;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;Robledo;0712;07;Aures No.2
2019;2;14;19;20;14/2/2019;33;No aplica;No aplica;Arma de fuego;Casado;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Operario;Masculino;San Javier;1316;13;El Salado
2019;2;15;23;39;15/2/2019;29;No aplica;No aplica;Cortopunzante;NA;NA;Convivencia;NA;NA;Desempleado;Masculino;La Candelaria;1018;10;Villa Nueva
2019;2;16;5;19;16/2/2019;52;No aplica;No aplica;Cortopunzante;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;Desempleado;Masculino;Buenos Aires;0911;09;Gerona
2019;2;16;14;5;16/2/2019;19;No aplica;No aplica;Arma de fuego;NA;NA;En procedimiento de la fuerza pública;Motocicleta;NA;Estudiante;Masculino;Castilla;0519;05;Progreso
