anio_hecho;mes_hecho;dia_hecho;hora_hecho;minuto_hecho;fecha_hecho;edad;feminicidio;grupo_feminicidio;modalidad;estado_civil;grupo_armado;grupo_caracterizacion;medio_transporte;nivel_academico;ocupacion;sexo;comuna_hecho;codigo_barrio_hecho;codigo_comuna_hecho;barrio_hecho
2012;1;1;0;37;1/1/2012;13;Conexión;Si;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Automóvil;Primaria;Estudiante;Femenino;Robledo;0709;07;Córdoba
2012;1;1;3;55;1/1/2012;37;No aplica;No aplica;Cortopunzante;Soltero;NA;Convivencia;Caminata;NA;Vendedor ambulante;Masculino;Manrique;0302;03;Las Granjas
2012;1;1;4;38;1/1/2012;28;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Estampador;Masculino;Manrique;0303;03;Campo Valdés No.2
2012;1;1;12;55;1/1/2012;35;No aplica;No aplica;Asfixia mecánica;Casado;NA;En proceso de categorización;NA;Bachillerato;Desempleado;Masculino;Santa Elena;9002;90;Media Luna
2012;1;1;15;30;1/1/2012;32;No aplica;No aplica;Arma de fuego;Soltero;NA;En proceso de categorización;NA;Primaria;Oficial construcción;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;1;1;20;0;1/1/2012;33;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Oficios varios;Masculino;San Javier;1314;13;Las Independencias
2012;1;1;21;36;1/1/2012;20;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;Belén;1610;16;El Rincón
2012;1;2;20;10;2/1/2012;29;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Comerciante;Masculino;Doce de Octubre;0608;06;Picacho
2012;1;3;14;55;3/1/2012;15;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Bicicleta;Primaria;Desempleado;Masculino;San Javier;1303;13;Santa Rosa de Lima
2012;1;4;21;57;4/1/2012;20;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;Robledo;0713;07;Aures No.1
2012;1;5;16;30;5/1/2012;17;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Primaria;Oficial construcción;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;1;6;16;15;6/1/2012;44;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Automóvil;Bachillerato;NA;Masculino;San Cristóbal;6017;60;El Llano
2012;1;7;8;30;7/1/2012;24;No aplica;No aplica;Contundente;Soltero;NA;En proceso de categorización;Motocicleta;Primaria;Desempleado;Masculino;Robledo;0719;07;Fuente Clara
2012;1;8;14;19;8/1/2012;17;No;No;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Estudiante;Femenino;Belén;1610;16;El Rincón
2012;1;8;16;5;8/1/2012;30;No aplica;No aplica;Cortopunzante;NA;NA;Violencia de género;NA;NA;NA;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;1;8;18;46;8/1/2012;37;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Técnico;Masculino;San Cristóbal;AE1;60;Área de Expansión Pajarito
2012;1;8;19;0;8/1/2012;28;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;NA;Primaria;Alistador o lavador de carros;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;1;9;2;30;9/1/2012;17;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;Villa Hermosa;0813;08;Villatina
2012;1;11;6;40;11/1/2012;21;Información insuficiente;Información insuficiente;Cortopunzante;Soltero;NA;En proceso de categorización;Caminata;NA;Ama de casa;Femenino;Aranjuez;Inst_11;04;Universidad de Antioquia
2012;1;11;16;43;11/1/2012;26;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Motocicleta;Bachillerato;Desempleado;Masculino;Manrique;0303;03;Campo Valdés No.2
2012;1;11;20;23;11/1/2012;21;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Violencia de género;Caminata;NA;Desempleado;Masculino;Aranjuez;0412;04;La Piñuela
2012;1;12;15;10;12/1/2012;19;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Bicicleta;Primaria;Carnicero;Masculino;Buenos Aires;0905;09;Alejandro Echavarría
2012;1;12;22;30;12/1/2012;62;No aplica;No aplica;Cortopunzante;NA;NA;Convivencia;Caminata;NA;NA;Masculino;La Candelaria;1019;10;La Candelaria
2012;1;13;12;15;13/1/2012;21;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Primaria;Mecánico automotriz;Masculino;Villa Hermosa;0813;08;Villatina
2012;1;13;20;25;13/1/2012;28;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;NA;Masculino;Altavista;7003;70;El Corazón El Morro
2012;1;13;22;17;13/1/2012;24;No;No;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Desempleado;Femenino;Aranjuez;0401;04;Berlín
2012;1;15;13;0;15/1/2012;36;No aplica;No aplica;Contundente;NA;NA;En proceso de categorización;NA;Primaria;Comerciante;Masculino;Aranjuez;0413;04;Aranjuez
2012;1;15;17;20;15/1/2012;25;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;NA;NA;NA;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;1;16;13;30;16/1/2012;22;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Oficios varios;Masculino;San Cristóbal;6014;60;La Loma
2012;1;16;21;3;16/1/2012;20;No aplica;No aplica;Arma de fuego;Soltero;NA;Convivencia;Taxi;Alfabeta;Conductor;Masculino;San Javier;1319;13;El Socorro
2012;1;17;0;30;17/1/2012;19;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficios varios;Masculino;Robledo;0703;07;San Germán
2012;1;18;0;31;18/1/2012;16;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Alfabeta;Desempleado;Masculino;Villa Hermosa;0809;08;Sucre
2012;1;18;13;20;18/1/2012;17;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;NA;Desempleado;Masculino;Manrique;0308;03;Manrique Oriental
2012;1;18;18;52;18/1/2012;48;No aplica;No aplica;Arma de fuego;Casado;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Administrador;Masculino;La América;1201;12;Ferrini
2012;1;18;22;0;18/1/2012;56;Familiar;Si;Asfixia mecánica;Casado;NA;Violencia intrafamiliar;Caminata;Bachillerato;Ama de casa;Femenino;San Cristóbal;6008;60;La Ilusión
2012;1;19;14;20;19/1/2012;34;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Mensajero;Masculino;Villa Hermosa;0803;08;San Miguel
2012;1;19;14;21;19/1/2012;28;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Motocicleta;NA;NA;Masculino;San Javier;1304;13;Los Alcázares
2012;1;19;18;7;19/1/2012;29;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Motocicleta;Primaria;Desempleado;Masculino;Santa Cruz;0209;02;Moscú No.1
2012;1;20;11;30;20/1/2012;36;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Automóvil;NA;NA;Masculino;La Candelaria;1011;10;Calle Nueva
2012;1;20;23;6;20/1/2012;26;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Motocicleta;Bachillerato;Conductor;Masculino;Buenos Aires;0907;09;Buenos Aires
2012;1;21;11;44;21/1/2012;29;Información insuficiente;Información insuficiente;Cortopunzante;Unión marital de hecho;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Comerciante;Femenino;Doce de Octubre;0602;06;Doce de Octubre No.1
2012;1;22;19;55;22/1/2012;39;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Oficial construcción;Masculino;San Javier;1314;13;Las Independencias
2012;1;22;20;20;22/1/2012;32;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Comerciante;Masculino;La Candelaria;1008;10;Corazón de Jesús
2012;1;22;21;20;22/1/2012;21;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Convivencia;Caminata;Primaria;Oficios varios;Masculino;Popular;0102;01;Santo Domingo Savio No.2
2012;1;22;22;32;22/1/2012;16;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Desempleado;Masculino;San Javier;1307;13;Juan XXIII La Quiebra
2012;1;23;10;29;23/1/2012;23;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Desempleado;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;1;23;12;30;23/1/2012;19;No aplica;No aplica;Cortopunzante;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Desempleado;Masculino;Belén;1610;16;El Rincón
2012;1;23;15;0;23/1/2012;29;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Obrero;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;1;23;15;45;23/1/2012;21;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Desempleado;Masculino;La Candelaria;1011;10;Calle Nueva
2012;1;24;10;0;24/1/2012;49;No aplica;No aplica;Arma de fuego;Divorciado;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Comerciante;Masculino;Laureles Estadio;1111;11;Lorena
2012;1;24;15;10;24/1/2012;38;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Desempleado;Masculino;Buenos Aires;0904;09;Los Cerros El Vergel
2012;1;25;14;42;25/1/2012;35;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Masculino;La América;1210;12;Barrio Cristóbal
2012;1;25;21;43;25/1/2012;34;No aplica;No aplica;Arma de fuego;Casado;NA;Grupos Delincuenciales Organizados;Automóvil;Bachillerato;Oficios varios;Masculino;Castilla;0514;05;Alfonso López
2012;1;25;21;55;25/1/2012;32;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Caminata;Primaria;Artesano;Masculino;Villa Hermosa;0808;08;Enciso
2012;1;25;22;10;25/1/2012;17;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Motocicleta;Técnica;Estudiante;Masculino;Belén;1610;16;El Rincón
2012;1;26;5;10;26/1/2012;65;No aplica;No aplica;Arma de fuego;Casado;NA;Homicidios asociados a hurtos;Automóvil;Bachillerato;NA;Masculino;San Javier;1318;13;Antonio Nariño
2012;1;26;20;45;26/1/2012;30;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Primaria;Actividades en semáforo;Masculino;Robledo;0725;07;Nueva Villa de La Iguaná
2012;1;27;3;30;27/1/2012;50;No aplica;No aplica;Cortopunzante;Soltero;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Soldador;Masculino;La Candelaria;1019;10;La Candelaria
2012;1;27;5;15;27/1/2012;58;No aplica;No aplica;Cortopunzante;NA;NA;Homicidios asociados a hurtos;Caminata;NA;NA;Masculino;La Candelaria;1018;10;Villa Nueva
2012;1;28;16;40;28/1/2012;28;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Comerciante;Masculino;La Candelaria;1011;10;Calle Nueva
2012;1;29;1;10;29/1/2012;26;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficios varios;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;1;30;9;50;30/1/2012;28;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;San Javier;1312;13;Betania
2012;1;30;14;4;30/1/2012;15;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;NA;NA;NA;Masculino;Altavista;7003;70;El Corazón El Morro
2012;1;30;16;6;30/1/2012;22;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Primaria;Desempleado;Masculino;Santa Cruz;0207;02;Villa del Socorro
2012;1;30;21;22;30/1/2012;28;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;Buenos Aires;0905;09;Alejandro Echavarría
2012;1;30;22;40;30/1/2012;26;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;Castilla;0505;05;Boyacá
2012;1;31;18;39;31/1/2012;66;No aplica;No aplica;Arma de fuego;Casado;NA;Convivencia;Automóvil;Bachillerato;Gerente;Masculino;La Candelaria;1003;10;Jesús Nazareno
2012;1;31;21;35;31/1/2012;27;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Comerciante;Masculino;San Javier;1319;13;El Socorro
2012;2;1;1;40;1/2/2012;25;No aplica;No aplica;Contundente;NA;NA;Convivencia;Caminata;NA;Vendedor ambulante;Masculino;La Candelaria;1019;10;La Candelaria
2012;2;1;4;0;1/2/2012;33;No;No;Cortopunzante;NA;NA;Convivencia;Caminata;NA;NA;Femenino;La Candelaria;1019;10;La Candelaria
2012;2;1;11;0;1/2/2012;40;No aplica;No aplica;Contundente;Soltero;NA;Grupos Delincuenciales Organizados;NA;Primaria;Oficios varios;Masculino;San Cristóbal;6010;60;El Carmelo
2012;2;1;11;0;1/2/2012;24;No aplica;No aplica;Cortopunzante;Soltero;NA;Grupos Delincuenciales Organizados;NA;Bachillerato;Oficios varios;Masculino;San Cristóbal;6010;60;El Carmelo
2012;2;1;13;0;1/2/2012;66;No aplica;No aplica;Cortopunzante;Unión marital de hecho;NA;Convivencia;Caminata;Primaria;Carpintero o ebanista o tapicero;Masculino;Aranjuez;0409;04;Manrique Central No.1
2012;2;1;20;10;1/2/2012;23;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Oficial construcción;Masculino;Buenos Aires;0912;09;El Salvador
2012;2;1;22;30;1/2/2012;58;No aplica;No aplica;Contundente;Casado;NA;En proceso de categorización;NA;Alfabeta;Cotero;Masculino;Popular;0101;01;Santo Domingo Savio No.1
2012;2;2;11;45;2/2/2012;17;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Caminata;NA;NA;Masculino;Aranjuez;0413;04;Aranjuez
2012;2;3;23;9;3/2/2012;24;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;NA;Masculino;San Javier;1312;13;Betania
2012;2;3;23;9;3/2/2012;25;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;San Javier;1312;13;Betania
2012;2;3;23;22;3/2/2012;31;No aplica;No aplica;Arma de fuego;Soltero;NA;En proceso de categorización;Caminata;Primaria;Reciclador;Masculino;Villa Hermosa;0815;08;Las Estancias
2012;2;4;1;15;4/2/2012;27;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios culposos;Caminata;Bachillerato;Obrero;Masculino;San Javier;1307;13;Juan XXIII La Quiebra
2012;2;4;6;55;4/2/2012;39;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Contratista;Masculino;Robledo;0723;07;Pajarito
2012;2;4;16;53;4/2/2012;16;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;Belén;1610;16;El Rincón
2012;2;5;5;40;5/2/2012;53;No aplica;No aplica;Cortopunzante;Soltero;NA;En proceso de categorización;Caminata;Primaria;Vendedor;Masculino;Aranjuez;0402;04;San Isidro
2012;2;5;13;30;5/2/2012;16;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Estudiante;Masculino;San Javier;1315;13;Nuevos Conquistadores
2012;2;5;19;0;5/2/2012;28;No aplica;No aplica;Arma de fuego;Soltero;NA;Convivencia;Caminata;Primaria;Oficios varios;Masculino;Santa Cruz;0209;02;Moscú No.1
2012;2;5;19;11;5/2/2012;40;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Convivencia;Caminata;Alfabeta;Oficios varios;Masculino;San Cristóbal;6015;60;Las Playas
2012;2;5;20;0;5/2/2012;32;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;En proceso de categorización;NA;Primaria;Vendedor ambulante;Masculino;San Cristóbal;6001;60;La Palma
2012;2;6;12;45;6/2/2012;48;No aplica;No aplica;Cortopunzante;Divorciado;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Comerciante;Masculino;Belén;1611;16;La Loma de Los Bernal
2012;2;7;13;19;7/2/2012;27;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Comerciante;Masculino;La América;1201;12;Ferrini
2012;2;8;20;0;8/2/2012;30;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Homicidios asociados a hurtos;Automóvil;Universitario;Ingeniero;Masculino;Aranjuez;0415;04;Miranda
2012;2;8;23;30;8/2/2012;14;No;No;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Desempleado;Femenino;Altavista;7003;70;El Corazón El Morro
2012;2;9;13;45;9/2/2012;36;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Motocicleta;Bachillerato;Mecánico automotriz;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;2;9;16;0;9/2/2012;39;No aplica;No aplica;Arma de fuego;Casado;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Comerciante;Masculino;San Antonio de Prado;AUC2;80;San Antonio de Prado
2012;2;9;18;20;9/2/2012;18;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Estudiante;Masculino;Aranjuez;0405;04;Moravia
2012;2;10;16;0;10/2/2012;27;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;San Cristóbal;6014;60;La Loma
2012;2;10;22;24;10/2/2012;24;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Oficios varios;Masculino;Guayabal;1503;15;Trinidad
2012;2;10;23;30;10/2/2012;45;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;NA;Masculino;Buenos Aires;0913;09;Loreto
2012;2;11;1;10;11/2/2012;49;No aplica;No aplica;Arma de fuego;Casado;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Reciclador;Masculino;Castilla;0513;05;Francisco Antonio Zea
2012;2;11;4;40;11/2/2012;31;No aplica;No aplica;Contundente;Unión marital de hecho;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Conductor;Masculino;Belén;1610;16;El Rincón
2012;2;11;6;30;11/2/2012;46;Expareja;Si;Arma de fuego;Soltero;NA;Violencia intrafamiliar;Caminata;Bachillerato;Estilista o peluquero;Femenino;Castilla;0511;05;Castilla
2012;2;11;14;53;11/2/2012;43;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Automóvil;NA;Comerciante;Masculino;Belén;1610;16;El Rincón
2012;2;11;19;20;11/2/2012;23;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Conductor;Masculino;San Antonio de Prado;AE7;80;Área de Expansión San Antonio de Prado
2012;2;11;19;35;11/2/2012;33;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Desempleado;Masculino;Castilla;0514;05;Alfonso López
2012;2;12;0;26;12/2/2012;17;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;NA;Desempleado;Masculino;Altavista;7003;70;El Corazón El Morro
2012;2;12;10;15;12/2/2012;50;No aplica;No aplica;Cortopunzante;NA;NA;En proceso de categorización;NA;NA;NA;Masculino;La Candelaria;1018;10;Villa Nueva
2012;2;14;6;30;14/2/2012;27;No aplica;No aplica;Cortopunzante;Soltero;NA;En proceso de categorización;NA;Primaria;Oficial construcción;Masculino;San Cristóbal;6012;60;Pajarito
2012;2;14;6;38;14/2/2012;21;Circunstancias y contexto;Si;Cortopunzante;Soltero;NA;En proceso de categorización;NA;Bachillerato;En ejercicio de la prostitución;Femenino;Aranjuez;Inst_11;04;Universidad de Antioquia
2012;2;14;15;10;14/2/2012;31;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Lustra calzado o embolador;Masculino;La Candelaria;1013;10;Barrio Colón
2012;2;14;18;20;14/2/2012;21;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Analfabeta;Vendedor ambulante;Masculino;Manrique;0304;03;Santa Inés
2012;2;15;21;43;15/2/2012;24;No aplica;No aplica;Contundente;NA;NA;En proceso de categorización;Caminata;NA;NA;Masculino;Doce de Octubre;0603;06;Doce de Octubre No.2
2012;2;16;7;3;16/2/2012;16;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Estudiante;Masculino;Altavista;7007;70;San José del Manzanillo
2012;2;17;4;35;17/2/2012;40;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;NA;NA;NA;Masculino;Robledo;0717;07;Robledo
2012;2;18;0;58;18/2/2012;25;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Reciclador;Masculino;Aranjuez;0402;04;San Isidro
2012;2;18;4;30;18/2/2012;22;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Autobus;Alfabeta;Oficios varios;Masculino;Villa Hermosa;0817;08;La Sierra
2012;2;18;8;20;18/2/2012;48;No aplica;No aplica;Cortopunzante;NA;NA;En proceso de categorización;NA;NA;NA;Masculino;Buenos Aires;0903;09;Bomboná No.2
2012;2;19;7;30;19/2/2012;28;No aplica;No aplica;Contundente;NA;NA;En proceso de categorización;Caminata;NA;NA;Masculino;Robledo;0719;07;Fuente Clara
2012;2;19;16;5;19/2/2012;39;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Motocicleta con parrillero;NA;NA;Masculino;Belén;1609;16;La Hondonada
2012;2;19;16;5;19/2/2012;31;Conexión;Si;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Motocicleta con parrillero;NA;NA;Femenino;Belén;1609;16;La Hondonada
2012;2;19;18;40;19/2/2012;43;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Caminata;NA;Mecánico automotriz;Masculino;Robledo;0703;07;San Germán
2012;2;19;20;20;19/2/2012;32;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Caminata;NA;Alistador o lavador de carros;Masculino;Belén;1619;16;Miravalle
2012;2;19;22;26;19/2/2012;53;No aplica;No aplica;Contundente;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;Parapsicólogo o adivino o prestigitador o chamán;Masculino;San Antonio de Prado;AE7;80;Área de Expansión San Antonio de Prado
2012;2;20;19;40;20/2/2012;41;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Comerciante;Masculino;Popular;0105;01;Moscú No.2
2012;2;20;20;30;20/2/2012;14;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Primaria;Carpintero o ebanista o tapicero;Masculino;Aranjuez;0402;04;San Isidro
2012;2;20;20;30;20/2/2012;21;No aplica;No aplica;Arma de fuego;NA;NA;En proceso de categorización;NA;Bachillerato;Comerciante;Masculino;NA;NA;NA;NA
2012;2;20;23;7;20/2/2012;24;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Primaria;Desempleado;Masculino;Manrique;0302;03;Las Granjas
2012;2;21;10;30;21/2/2012;35;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;NA;Electricista;Masculino;Altavista;7007;70;San José del Manzanillo
2012;2;21;22;2;21/2/2012;22;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Desempleado;Masculino;Santa Cruz;0209;02;Moscú No.1
2012;2;22;12;0;22/2/2012;27;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;En ejercicio de la prostitución;Masculino;Buenos Aires;0909;09;Cataluña
2012;2;22;15;0;22/2/2012;25;Pareja;Si;Arma de fuego;Unión marital de hecho;NA;Violencia intrafamiliar;Caminata;Bachillerato;Sastre o confeccionista o modista;Femenino;Aranjuez;0405;04;Moravia
2012;2;22;19;58;22/2/2012;28;No aplica;No aplica;Arma de fuego;Soltero;NA;Grupos Delincuenciales Organizados;Caminata;Bachillerato;Oficios varios;Masculino;San Javier;1308;13;San Javier No.2
2012;2;23;11;15;23/2/2012;42;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Autobus;NA;Conductor;Masculino;La Candelaria;1014;10;Las Palmas
2012;2;23;13;58;23/2/2012;27;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Mecánico automotriz;Masculino;Robledo;0717;07;Robledo
2012;2;24;0;40;24/2/2012;35;No aplica;No aplica;Arma de fuego;NA;NA;Homicidios asociados a hurtos;Caminata;NA;Reciclador;Masculino;La América;1204;12;La América
2012;2;24;1;20;24/2/2012;26;No aplica;No aplica;Arma de fuego;NA;NA;Grupos Delincuenciales Organizados;Caminata;NA;NA;Masculino;La Candelaria;1005;10;Estación Villa
2012;2;24;2;16;24/2/2012;22;No aplica;No aplica;Cortopunzante;NA;NA;Convivencia;Caminata;NA;NA;Masculino;La Candelaria;1006;10;San Benito
2012;2;24;4;45;24/2/2012;39;No aplica;No aplica;Arma de fuego;Unión marital de hecho;NA;Grupos Delincuenciales Organizados;Motocicleta;Bachillerato;Oficios varios;Masculino;San Cristóbal;6014;60;La Loma
2012;2;24;19;32;24/2/2012;18;No aplica;No aplica;Arma de fuego;Soltero;NA;Homicidios asociados a hurtos;Caminata;Bachillerato;Oficios varios;Masculino;Belén;1610;16;El Rincón
